source,make,model,year,mileage_km,engine_cc,transmission,price_kes,price_usd,location,url,scraped_at
SBT Japan,Toyota,My,2015,,,,,,,https://www.sbtjapan.com/used-cars/DAE3973?country=26&port=52&shipment=1&currency=usd&freight=0&inspection=1&insurance=1,2026-06-23T17:21:31.613Z
